Q_value,V_value,action_type,children_count,code_len,content_len,context_len,depth,expected_Q,goal,goal_hash,goal_preview,has_sorry,id,in_degree,out_degree,parent,proof_len,r_dep,r_env,source_path,status,synthetic_patch,theorem,type
0.8,,tactic,0,118,760,0,2.5,0.8,,,,False,action_145,1,0,state_11,0,0.0,0.8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,226,847,0,2.5,1.0,,,,False,action_146,1,0,state_11,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.8333333333333334,,tactic,0,180,789,0,2.5,0.8333333333333334,,,,False,action_147,1,0,state_11,0,0.0,0.8333333333333334,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,137,758,0,2.5,1.0,,,,False,action_148,1,0,state_11,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,skeleton,4,296,1055,0,1.5,1.0,,,,True,action_149,1,4,state_1,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,AND
,0.25,,0,0,171,71,2,,1 / cos x + tan x = tan (x / 2 + Real.pi / 4),96ff43dff21a,1 / cos x + tan x = tan (x / 2 + Real.pi / 4),True,state_12,3,12,,7,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,OR
0.0,,tactic,0,166,1037,0,2.5,0.0,,,,False,action_150,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,237,1438,0,2.5,0.0,,,,False,action_151,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.2,,tactic,0,425,1394,0,2.5,0.2,,,,True,action_152,1,0,state_12,0,0.0,0.2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,222,1319,0,2.5,0.0,,,,False,action_153,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.25,,tactic,0,353,1429,0,2.5,0.25,,,,False,action_154,1,0,state_12,0,0.0,0.25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.1,,tactic,0,516,2438,0,2.5,0.1,,,,False,action_155,1,0,state_12,0,0.0,0.1,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,81,1093,0,2.5,0.0,,,,False,action_156,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,890,1965,0,2.5,0.0,,,,True,action_157,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,182,1226,0,2.5,0.0,,,,False,action_158,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,93,1031,0,2.5,0.0,,,,False,action_159,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,67,1110,0,2.5,0.0,,,,False,action_160,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,117,1033,0,2.5,0.0,,,,False,action_161,1,0,state_12,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
,1.0,,0,0,251,130,2,,tan (x / 2 + Real.pi / 4) = (1 + tan (x / 2)) / (1 - tan (x / 2)),57c642b75d3e,tan (x / 2 + Real.pi / 4) = (1 + tan (x / 2)) / (1 - tan (x / 2)),True,state_13,1,12,,7,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,OR
1.0,,tactic,0,51,692,0,2.5,1.0,,,,False,action_162,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,51,757,0,2.5,1.0,,,,False,action_163,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,51,797,0,2.5,1.0,,,,False,action_164,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,55,728,0,2.5,1.0,,,,False,action_165,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.5,,tactic,0,48,671,0,2.5,0.5,,,,False,action_166,1,0,state_13,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,39,695,0,2.5,1.0,,,,False,action_167,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,51,670,0,2.5,1.0,,,,False,action_168,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,59,631,0,2.5,1.0,,,,False,action_169,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,34,681,0,2.5,0.0,,,,False,action_170,1,0,state_13,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,95,1049,0,2.5,0.6666666666666666,,,,False,action_171,1,0,state_13,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,49,809,0,2.5,1.0,,,,False,action_172,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,49,841,0,2.5,1.0,,,,False,action_173,1,0,state_13,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
,1.0,,0,0,344,209,2,,(1 + tan (x / 2)) / (1 - tan (x / 2)) = 22 / 7,7f29d3607cef,(1 + tan (x / 2)) / (1 - tan (x / 2)) = 22 / 7,False,state_14,1,12,,38,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,OR
1.0,,tactic,0,38,848,0,2.5,1.0,,,,False,action_174,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,845,0,2.5,1.0,,,,False,action_175,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,902,0,2.5,1.0,,,,False,action_176,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,1004,0,2.5,1.0,,,,False,action_177,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,817,0,2.5,1.0,,,,False,action_178,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,917,0,2.5,1.0,,,,False,action_179,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,967,0,2.5,1.0,,,,False,action_180,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,955,0,2.5,1.0,,,,False,action_181,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,873,0,2.5,1.0,,,,False,action_182,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,930,0,2.5,1.0,,,,False,action_183,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,786,0,2.5,1.0,,,,False,action_184,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,38,947,0,2.5,1.0,,,,False,action_185,1,0,state_14,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
,1.0,,0,0,344,265,2,,tan (x / 2) = 15 / 29,32f2c172297b,tan (x / 2) = 15 / 29,True,state_15,1,12,,7,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,OR
1.0,,tactic,0,216,842,0,2.5,1.0,,,,False,action_186,1,0,state_15,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.8333333333333334,,tactic,0,219,985,0,2.5,0.8333333333333334,,,,False,action_187,1,0,state_15,0,0.0,0.8333333333333334,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.9,,tactic,0,295,1009,0,2.5,0.9,,,,False,action_188,1,0,state_15,0,0.0,0.9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,238,942,0,2.5,0.6666666666666666,,,,False,action_189,1,0,state_15,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,202,1015,0,2.5,1.0,,,,False,action_190,1,0,state_15,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6,,tactic,0,199,988,0,2.5,0.6,,,,False,action_191,1,0,state_15,0,0.0,0.6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.8571428571428571,,tactic,0,248,999,0,2.5,0.8571428571428571,,,,False,action_192,1,0,state_15,0,0.0,0.8571428571428571,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,143,787,0,2.5,1.0,,,,False,action_193,1,0,state_15,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,134,807,0,2.5,0.0,,,,False,action_194,1,0,state_15,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.4,,tactic,0,120,816,0,2.5,0.4,,,,False,action_195,1,0,state_15,0,0.0,0.4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.8333333333333334,,tactic,0,181,899,0,2.5,0.8333333333333334,,,,False,action_196,1,0,state_15,0,0.0,0.8333333333333334,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,314,1116,0,2.5,1.0,,,,False,action_197,1,0,state_15,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
,1.0,,0,0,173,106,1,,m = 29 / 15,2f704dcee184,m = 29 / 15,True,state_16,1,16,,7,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,OR
0.5,,tactic,0,231,900,0,1.5,0.5,,,,False,action_198,1,0,state_16,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6,,tactic,0,223,1418,0,1.5,0.6,,,,False,action_199,1,0,state_16,0,0.0,0.6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,243,1521,0,1.5,0.6666666666666666,,,,False,action_200,1,0,state_16,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.4,,tactic,0,288,1466,0,1.5,0.4,,,,False,action_201,1,0,state_16,0,0.0,0.4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6,,tactic,0,174,1072,0,1.5,0.6,,,,False,action_202,1,0,state_16,0,0.0,0.6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.7,,tactic,0,373,1541,0,1.5,0.7,,,,False,action_203,1,0,state_16,0,0.0,0.7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.42857142857142855,,tactic,0,259,1191,0,1.5,0.42857142857142855,,,,False,action_204,1,0,state_16,0,0.0,0.42857142857142855,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6,,tactic,0,190,992,0,1.5,0.6,,,,False,action_205,1,0,state_16,0,0.0,0.6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6,,tactic,0,183,966,0,1.5,0.6,,,,False,action_206,1,0,state_16,0,0.0,0.6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.7,,tactic,0,452,1240,0,1.5,0.7,,,,False,action_207,1,0,state_16,0,0.0,0.7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.42857142857142855,,tactic,0,232,962,0,1.5,0.42857142857142855,,,,False,action_208,1,0,state_16,0,0.0,0.42857142857142855,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.42857142857142855,,tactic,0,271,785,0,1.5,0.42857142857142855,,,,False,action_209,1,0,state_16,0,0.0,0.42857142857142855,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,skeleton,5,318,1318,0,1.5,1.0,,,,True,action_210,1,5,state_16,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,AND
,1.0,,0,0,196,106,2,,tan (x / 2) = 15 / 29,32f2c172297b,tan (x / 2) = 15 / 29,False,state_17,1,11,,19,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,OR
1.0,,tactic,0,19,415,0,2.5,1.0,,,,False,action_211,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,524,0,2.5,1.0,,,,False,action_212,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,420,0,2.5,1.0,,,,False,action_213,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,419,0,2.5,1.0,,,,False,action_214,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,489,0,2.5,1.0,,,,False,action_215,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,381,0,2.5,1.0,,,,False,action_216,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,512,0,2.5,1.0,,,,False,action_217,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,495,0,2.5,1.0,,,,False,action_218,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,469,0,2.5,1.0,,,,False,action_219,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,390,0,2.5,1.0,,,,False,action_220,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,19,486,0,2.5,1.0,,,,False,action_221,1,0,state_17,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
,1.0,,0,0,258,117,2,,1 / cos x + tan x = (1 + tan (x / 2)) / (1 - tan (x / 2)),5d54f9116e43,1 / cos x + tan x = (1 + tan (x / 2)) / (1 - tan (x / 2)),False,state_18,1,12,,33,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,OR
0.6666666666666666,,tactic,0,288,1124,0,2.5,0.6666666666666666,,,,False,action_222,1,0,state_18,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.8181818181818182,,tactic,0,473,1632,0,2.5,0.8181818181818182,,,,False,action_223,1,0,state_18,0,0.0,0.8181818181818182,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.8,,tactic,0,340,1311,0,2.5,0.8,,,,False,action_224,1,0,state_18,0,0.0,0.8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,40,1062,0,2.5,0.6666666666666666,,,,False,action_225,1,0,state_18,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.5,,tactic,0,512,1526,0,2.5,0.5,,,,False,action_226,1,0,state_18,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,281,1201,0,2.5,0.6666666666666666,,,,False,action_227,1,0,state_18,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.5454545454545454,,tactic,0,423,1507,0,2.5,0.5454545454545454,,,,True,action_228,1,0,state_18,0,0.0,0.5454545454545454,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.5,,tactic,0,270,1057,0,2.5,0.5,,,,False,action_229,1,0,state_18,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.2857142857142857,,tactic,0,380,1366,0,2.5,0.2857142857142857,,,,False,action_230,1,0,state_18,0,0.0,0.2857142857142857,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,33,1359,0,2.5,1.0,,,,False,action_231,1,0,state_18,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,33,987,0,2.5,1.0,,,,False,action_232,1,0,state_18,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
1.0,,tactic,0,33,1049,0,2.5,1.0,,,,False,action_233,1,0,state_18,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,SOLVED,False,aime_1991_p9.json,AND
,0.25,,0,0,288,196,2,,1 / sin x + x.cot = 1 / tan (x / 2),af5aef6d4726,1 / sin x + x.cot = 1 / tan (x / 2),True,state_19,1,12,,7,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,OR
0.0,,tactic,0,196,1064,0,2.5,0.0,,,,False,action_234,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,97,835,0,2.5,0.0,,,,False,action_235,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,302,1369,0,2.5,0.0,,,,False,action_236,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,78,1306,0,2.5,0.0,,,,False,action_237,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,89,1101,0,2.5,0.0,,,,False,action_238,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,125,1424,0,2.5,0.0,,,,False,action_239,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.25,,tactic,0,155,1030,0,2.5,0.25,,,,False,action_240,1,0,state_19,0,0.0,0.25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.1,,tactic,0,281,1627,0,2.5,0.1,,,,False,action_241,1,0,state_19,0,0.0,0.1,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,76,845,0,2.5,0.0,,,,False,action_242,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,137,1396,0,2.5,0.0,,,,False,action_243,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,353,1727,0,2.5,0.0,,,,False,action_244,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.0,,tactic,0,262,1462,0,2.5,0.0,,,,False,action_245,1,0,state_19,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
,1.0,,0,0,328,253,2,,m = 1 / (15 / 29),2da6f3deb946,m = 1 / (15 / 29),True,state_20,1,12,,7,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,OPEN,False,aime_1991_p9.json,OR
0.6666666666666666,,tactic,0,78,931,0,2.5,0.6666666666666666,,,,False,action_246,1,0,state_20,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,78,904,0,2.5,0.6666666666666666,,,,False,action_247,1,0,state_20,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.5,,tactic,0,128,1057,0,2.5,0.5,,,,False,action_248,1,0,state_20,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,118,996,0,2.5,1.0,,,,False,action_249,1,0,state_20,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,108,899,0,2.5,0.6666666666666666,,,,False,action_250,1,0,state_20,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,110,1310,0,2.5,1.0,,,,False,action_251,1,0,state_20,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
1.0,,tactic,0,114,982,0,2.5,1.0,,,,False,action_252,1,0,state_20,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
0.6666666666666666,,tactic,0,78,1116,0,2.5,0.6666666666666666,,,,False,action_253,1,0,state_20,0,0.0,0.6666666666666666,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1991_p9.json,FAILED,False,aime_1991_p9.json,AND
