relation,source,source_path,target,theorem
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7.json,action_9,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7.json,action_10,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7.json,action_11,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_0,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_1,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_2,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_3,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_4,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_5,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_6,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_7,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_8,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_9,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_10,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_11,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_0,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_12,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_12,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_1,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_13,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_14,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_15,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_16,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_17,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_18,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_19,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_20,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_21,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_22,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_23,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_1,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_24,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_12,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_2,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_25,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_26,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_27,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_28,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_29,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_30,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_31,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_32,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_33,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_34,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_35,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_36,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_37,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_37,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_3,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_38,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_39,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_40,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_41,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_42,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_43,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_44,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_45,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_46,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_47,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_48,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_49,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_37,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_4,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_50,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_51,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_52,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_53,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_54,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_55,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_56,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_57,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_58,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_59,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_60,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_61,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_37,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_5,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_62,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_63,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_64,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_65,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_66,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_67,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_68,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_69,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_70,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_71,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_72,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_73,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_37,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_6,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_74,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_75,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_76,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_77,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_78,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_79,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_80,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_81,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_82,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_83,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_84,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_85,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_86,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_86,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_7,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_87,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_88,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_89,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_90,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_91,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_92,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_93,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_94,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_95,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_96,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_97,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_98,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_86,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_8,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_99,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_100,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_101,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_102,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_103,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_104,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_105,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_106,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_107,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_108,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_109,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_110,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_86,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_9,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_111,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_112,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_113,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_114,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_115,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_116,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_117,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_118,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_119,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_120,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_121,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_122,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_86,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_10,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_123,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_124,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_125,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_126,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_127,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_128,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_129,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_130,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_131,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_132,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_133,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_10,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_134,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_86,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_11,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_135,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_136,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_137,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_138,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_139,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_140,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_141,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_142,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_143,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_144,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_145,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_11,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_146,algebra_9onxpypzleqsum2onxpy.json
subgoal,action_86,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,state_12,algebra_9onxpypzleqsum2onxpy.json
expanded_to,state_12,outputs/rollouts/gemini3flash/miniF2F-valid-50/algebra_9onxpypzleqsum2onxpy.json,action_147,algebra_9onxpypzleqsum2onxpy.json
